Title,URL,Image,Date,Source
'Thoroughly Modern Millie' play draws controversy in Mass. over racial stereotyping,http://www.foxnews.com/us/2014/03/23/suburban-boston-thoroughly-moder-millie-play-draws-controversy-over-racial/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/300/96/roth_IRA.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
Turkish PM says jets shoot down Syrian warplane,http://www.foxnews.com/world/2014/03/23/turkish-prime-minister-says-jets-shoot-down-syrian-warplane/,http://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/032214/640/360/300/96/032214_ff_vets_640.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
"Libya boards renegade oil tanker, detains crew",http://www.foxnews.com/world/2014/03/23/libya-boards-renegade-oil-tanker-detains-crew/,http://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/032214/640/360/300/96/032214_ff_vets_640.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
S. Korea: N. Korea fires more rockets into the sea,http://www.foxnews.com/world/2014/03/23/north-korea-fires-more-rockets-into-sea-south-korea-says/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/0/0/APTOPIX%20North%20Korea%20A_Cham.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
"Hunt on for Maryland girl, 8, after woman linked to case found dead",http://www.foxnews.com/us/2014/03/23/family-missing-girl-relisha-rudd-8-makes-plea-for-her-safe-return/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/U.S./0/0/relisha-rudd-internal.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
Man who lost his legs in Boston bombing is engaged,http://www.foxnews.com/us/2014/03/23/man-who-lost-his-legs-in-boston-bombing-is-engaged/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/300/96/roth_IRA.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
Fan with perfect NCAA bracket missed shot at $1B prize,http://www.foxnews.com/sports/2014/03/23/fan-with-perfect-ncaa-bracket-missed-shot-at-1b-prize/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/U.S./0/0/NCAA%20Mercer%20Duke%20Bask_Cala.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
Bakery faces food fight over Cronut knock-off,http://www.foxnews.com/leisure/2014/03/23/maine-bakery-avoids-legal-food-fight-with-nyc-chef-over-name-its-cronut-knock/,http://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/032314/640/360/144/81/032313_ff_nationalpuppy_640.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
Catalan independence push gains steam amid Spain's financial woes- Anti-austerity protesters clash with police in Madrid,http://latino.foxnews.com/latino/politics/2014/03/21/catalan-independence-gains-steam-amid-spain-financial-woes-but-experts-see/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/fn-latino/politics/0/0/Catalan%20Spain%20EU.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 16:26:59 EST",FOXNews.com
USA's 10 most classic plates,http://www.foxnews.com/leisure/slideshow/2014/03/21/10-most-iconic-american-license-plates/#/slide/best-license-plates,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/Leisure/2009/0/0/plates-660.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Weirdtax rules,http://www.foxbusiness.com/personal-finance/2014/03/20/weird-tax-rules-and-deductions/,http://a57.foxnews.com/global.fbnstatic.com/static/managed/img/fb2/news/0/0/IRS-building2.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Seyfried: Sex scenes 'great',http://www.foxnews.com/entertainment/2014/03/17/amanda-seyfried-sex-scenes-are-great/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/Entertainment/0/0/amanda%20seyfried%20reuters%20660.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Scott's friends were concerned,http://www.foxnews.com/entertainment/2014/03/23/lwren-scott-friends-were-worried-but-had-no-idea-would-kill-herself/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/Entertainment/0/0/l'wren%20scott%20silver%20dress%20reuters.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Epic Bloody Mary,http://www.foxnews.com/leisure/2014/03/20/los-angeles-man-creates-most-epic-bloody-mary-ever/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/fn2/travel/0/0/epicbloodymary.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
How to talk sex with kids,http://www.foxnews.com/health/2014/03/23/how-to-have-sex-talk-with-your-kids-and-other-modern-parenting-advice/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/fn2/video/0/0/youngcouple_640.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Worst states to be taxpayer,http://www.foxbusiness.com/personal-finance/2014/03/21/5-worst-states-to-be-taxpayer/,http://a57.foxnews.com/global.fbnstatic.com/static/managed/img/fb2/news/0/0/NYC-skyline.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
What goes into Disney costumes,http://www.foxnews.com/travel/2014/03/17/what-really-goes-into-disney-costume/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/fn2/travel/0/0/parade_hawk.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Time to stop teen 'epidemic',http://www.foxnews.com/opinion/2014/03/22/pull-plug-on-naked-twitter-teens/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/legacy/2009/10/0/0/0_21_twitter_website.jpg,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
4 bad money habits,http://www.foxbusiness.com/personal-finance/2014/03/21/5-bad-money-habits-need-to-break-now/,http://a57.foxnews.com/global.fbnstatic.com/static/managed/img/0/0/couple_fight_money.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Giraffe kisses friend goodbye,http://www.foxnews.com/health/2014/03/21/giraffe-kisses-goodbye-dying-zoo-worker/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/Health/0/0/Giraffe%20and%20cancer%20patient.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
'Homeland'actor dies,http://www.foxnews.com/entertainment/2014/03/23/homeland-actor-james-rebhorn-dies-at-65-1476500010/,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/fn2/0/0/Obit%20James%20Rebhorn.jpg?ve=1&tl=1,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Hobby Lobby case at high court,http://video.foxnews.com/v/3381521764001/,http://a57.foxnews.com/media2.foxnews.com/thumbnails/i/032314/0/0/032314_ANHQ_SCOTUS_640.jpg,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
Not fit to print?,http://video.foxnews.com/v/3379950252001/,http://a57.foxnews.com/media2.foxnews.com/thumbnails/i/032314/0/0/032314_ff_nyt_640.jpg,"Sun, 23 Mar 2014 17:00:58 EST",FOXNews.com
"SFA hits late 4-point play, boots VCU in OT",http://sports.espn.go.com/ncb/recap?gameId=400546917,http://a.espncdn.com/media/motion/2014/0321/dm_140321_ncb_brennan_on_Stephen_F_Austin_VCU/dm_140321_ncb_brennan_on_Stephen_F_Austin_VCU.jpg,"Sat, 22 Mar 2014 01:03:54 PDT",ESPN.com
Kentucky ends Wichita State's perfect run,http://sports.espn.go.com/ncb/recap?gameId=400548706,http://a.espncdn.com/i/columnists/sherman_mitch_m.jpg,"Sun, 23 Mar 2014 15:03:55 PDT",ESPN.com
Upset-happy Stanford knocks off Kansas,http://sports.espn.go.com/ncb/recap?gameId=400548683,http://a.espncdn.com/media/motion/2014/0323/dm_140323_ncb_kansas_stanford/dm_140323_ncb_kansas_stanford.jpg,"Sun, 23 Mar 2014 15:05:23 PDT",ESPN.com
Source: Red Sox extend Ortiz through 2015,http://espn.go.com/boston/mlb/story/_/id/10660664/david-ortiz-agrees-extension-boston-red-sox,http://a.espncdn.com/photo/2014/0320/bos_u_ortiz_1296x729.jpg,"Sun, 23 Mar 2014 14:58:58 PDT",ESPN.com
Embiid 'not worried' about NBA decision yet,http://espn.go.com/mens-college-basketball/tournament/2014/story/_/id/10660176/joel-embiid-kansas-jayhawks-not-worried-nba-decision-yet,http://a.espncdn.com/photo/2014/0310/ncb_u_joelts_1296x729.jpg,"Sun, 23 Mar 2014 13:36:56 PDT",ESPN.com
"Mattingly, teammate miffed at Puig's behavior",http://espn.go.com/los-angeles/mlb/story/_/id/10658691/los-angeles-dodgers-manager-don-mattingly-upset-yasiel-puig-field-behavior,http://a.espncdn.com/media/motion/2014/0323/dm_140323_mlb_dodgers_mattingly_puig/dm_140323_mlb_dodgers_mattingly_puig.jpg,"Sun, 23 Mar 2014 14:37:25 PDT",ESPN.com
UFC releases fighter for military discharge,http://espn.go.com/mma/story/_/id/10659044/ufc-releases-chope-military-discharge,http://a.espncdn.com/photo/2014/0323/mma_g_chope_1296x729.jpg,"Sun, 23 Mar 2014 10:25:42 PDT",ESPN.com
WR White's tweak to Mercer 'bet' OK with fan,http://espn.go.com/nfl/story/_/id/10658966/roddy-white-tweak-mercer-bears-duke-blue-devils-bet-ok-atlanta-falcons-fan,http://a.espncdn.com/media/motion/2014/0321/dm_140321_ncb_pearl_duke_loses_mercer/dm_140321_ncb_pearl_duke_loses_mercer.jpg,"Sun, 23 Mar 2014 11:26:42 PDT",ESPN.com
Orioles' Machado to start season on 15-day DL,http://espn.go.com/mlb/story/_/id/10660986/manny-machado-start-season-disabled-list,http://a.espncdn.com/photo/2014/0323/mlb_u_hernandez11sc_203x114.jpg,"Sun, 23 Mar 2014 14:32:06 PDT",ESPN.com
"Marquette contacts Howland, sources say",http://espn.go.com/mens-college-basketball/story/_/id/10658826/marquette-golden-eagles-contact-ben-howland,http://a.espncdn.com/photo/2013/0324/ncb_u_howland_gb1_300.jpg,"Sun, 23 Mar 2014 14:06:09 PDT",ESPN.com
Three of 2013's Frozen Four back in tourney,http://espn.go.com/college-sports/story/_/id/10659095/three-teams-2013-frozen-four-back-ncaa-men-hockey-tournament,http://a.espncdn.com/photo/2014/0323/ncaa_a_minnesota11_1296x729.jpg,"Sun, 23 Mar 2014 14:28:18 PDT",ESPN.com
Scherzer talks with Tigers tabled 'til after '14,http://espn.go.com/mlb/story/_/id/10658756/max-scherzer-rejects-offer-talks-tabled-detroit-tigers-say,http://a.espncdn.com/photo/2014/0123/mlb_g_scherzer1x_1296x729.jpg,"Sun, 23 Mar 2014 14:01:22 PDT",ESPN.com
Hamlin out of Fontana due to sinus infection,http://espn.go.com/racing/nascar/cup/story/_/id/10660024/denny-hamlin-drive-fontana-vision-impaired-due-sinus-infection,http://a.espncdn.com/photo/2014/0322/rpm_g_hamlin_1296x729.jpg,"Sun, 23 Mar 2014 13:02:59 PDT",ESPN.com
Brow bests LeBron as Davis' 30 lift Pelicans,http://scores.espn.go.com/nba/recap?gameId=400489909,http://a.espncdn.com/media/motion/2014/0322/dm_140322_Heat_Pelicans_Highlight_MIA/dm_140322_Heat_Pelicans_Highlight_MIA.jpg,"Sun, 23 Mar 2014 06:08:46 PDT",ESPN.com
Navy's McKamey hospitalized after collapsing,http://espn.go.com/college-football/story/_/id/10655600/will-mckamey-navy-midshipmen-collapses-practice,http://a.espncdn.com/photo/2014/0321/ncf_tripanel_fix_jv_110x62.jpg,"Sat, 22 Mar 2014 16:03:59 PDT",ESPN.com
